Chart Position,Song Title,Artist,Year,Length
1,Call Me,Blondie,1980,
2,Another Brick In The Wall,Pink Floyd,1980,
3,Magic,Olivia Newton-John,1980,
4,Rock With You,Michael Jackson,1980,
5,Do That To Me One More Time,Captain and Tennille,1980,
6,Crazy Little Thing Called Love,Queen,1980,
7,Coming Up,Paul McCartney,1980,
8,Funkytown,Lipps,1980,
9,It's Still Rock And Roll To Me,Billy Joel,1980,
10,The Rose,Bette Midler,1980,
11,Escape (The Pina Colada Song),Rupert Holmes,1980,
12,Cars,Gary Numan,1980,
13,Cruisin',Smokey Robinson,1980,
14,Working My Way Back To You,Spinners,1980,
15,Lost In Love,Air Supply,1980,
16,Little Jeannie,Elton John,1980,
17,Ride Like The Wind,Cristopher Cross,1980,
18,Upside Down,Diana Ross,1980,
19,Please Don't Go,K.C. and The Sunshine Band,1980,
20,Babe,Styx,1980,
21,With You I'm Born Again,Billy Preston and Syreeta,1980,
22,Shining Star,Manhattans,1980,
23,Still,Commodores,1980,
24,Yes,I'm Ready,1980,
25,Sexy Eyes,Dr. Hook,1980,
26,Steal Away,Robbie Dupree,1980,
27,Biggest Part Of Me,Ambrosia,1980,
28,This Is It,Kenny Loggins,1980,
29,Cupid-I've Loved You For A Long Time,Spinners,1980,
30,Let's Get Serious,Jermaine Jackson,1980,
31,Don't Fall In Love With A Dreamer,Kenny Rogers and Kim Carnes,1980,
32,Sailing,Christopher Cross,1980,
33,Longer,Dan Fogelberg,1980,
34,Coward Of The County,Kenny Rogers,1980,
35,Ladies Night,Kool and The Gang,1980,
36,Take Your Time,S.O.S. Band,1980,
37,No More Tears (Enough Is Enough),Barbra Streisand and Donna Summer,1980,
38,Too Hot,Kool and The Gang,1980,
39,More Love,Kim Carnes,1980,
40,Pop Muzik,M,1980,
41,Brass In Pocket,Pretenders,1980,
42,Special Lady,Ray,1980,
43,Send One Your Love,Stevie Wonder,1980,
44,The Second Time Around,Shalamar,1980,
45,We Don't Talk Anymore,Cliff Richard,1980,
46,Stomp ,Brothers Johnson,1980,
47,Heartache Tonight,Eagles,1980,
48,Stomp,Brothers Johnson,1980,
49,Tired Of Toein' The Line,Rocky Burnette,1980,
50,Better Love Next Time,Dr. Hook,1980,
51,Him,Rupert Holmes,1980,
52,Against The Wind,Bob Seger and The Silver Bullet Band,1980,
53,On The Radio,Donna Summer,1980,
54,Emotional Rescue,Rolling Stones,1980,
55,Rise,Herb Alpert,1980,
56,All Out Of Love,Air Supply,1980,
57,Cool Change,Little River Band,1980,
58,You're Only Lonely,J.D. Souther,1980,
59,Desire,Andy Gibb,1980,
60,Let My Love Open The Door,Pete Townshend,1980,
61,Daydream Believer,Anne Murray,1980,
62,I Can't Tell You Why,Eagles,1980,
63,Don't Let Go,Isaac Hayes,1980,
64,Don't Do Me Like That,Tom Petty and The Heartbreakers,1980,
65,She's Out Of My Life,Michael Jackson,1980,
66,Fame,Irene Cara,1980,
67,Fire Lake,Bob Seger and The Silver Bullet Band,1980,
68,How Do I Make You,Linda Ronstadt,1980,
69,Into The Night,Benny Mardones,1980,
70,Let Me Love You Tonight,Pure Prairie League,1980,
71,Misunderstanding,Genesis,1980,
72,An American Dream,Dirt Band,1980,
73,One Fine Day,Carole King,1980,
74,Dim All The Lights,Donna Summer,1980,
75,You May Be Right,Billy Joel,1980,
76,Hurt So Bad,Linda Ronstadt,1980,
77,Should've Never Let You Go,Neil Sedaka and Dara Sedaka,1980,
78,Pilot Of The Airwaves,Charlie Dore,1980,
79,Off The Wall,Michael Jackson,1980,
80,I Pledge My Love,Peaches and Herb,1980,
81,The Long Run,Eagles,1980,
82,Stand By Me,Mickey Gilley,1980,
83,Heartbreaker,Pat Benatar,1980,
84,Deja Vu,Dionne Warwick,1980,
85,Drivin' My Life Away,Eddie Rabbitt,1980,
86,Take The Long Way Home,Supertramp,1980,
87,Sara,Fleetwood Mac,1980,
88,Wait For Me,Daryl Hall and John Oates,1980,
89,Jo Jo,Boz Scaggs,1980,
90,September Morn,Neil Diamond,1980,
91,Give Me The Night,George Benson,1980,
92,Broken Hearted Me,Anne Murray,1980,
93,You Decorated My Life,Kenny Rogers,1980,
94,Tusk,Fleetwood Mac,1980,
95,I Wanna Be Your Lover,Prince,1980,
96,In America,Charlie Daniels Band,1980,
97,Breakdown Dead Ahead,Boz Scaggs,1980,
98,Ships,Barry Manilow,1980,
99,All Night Long,Joe Walsh,1980,
100,Refugee,Tom Petty and The Heartbreakers,1980,
1,Bette Davis Eyes,Kim Carnes,1981,
2,Endless Love,Diana Ross and Lionel Richie,1981,
3,Lady,Kenny Rogers,1981,
4,(Just Like) Starting Over,John Lennon,1981,
5,Jessie's Girl,Rick Springfield,1981,
6,Celebration,Kool and The Gang,1981,
7,Kiss On My List,Daryl Hall and John Oates,1981,
8,I Love A Rainy Night,Eddie Rabbitt,1981,
9,9 To 5,Dolly Parton,1981,
10,Keep On Loving You,REO Speedwagon,1981,
11,"Theme From ""Greatest American Hero""",Joey Scarbury,1981,
12,Morning Train (Nine To Five),Sheena Easton,1981,
13,Being With You,Smokey Robinson,1981,
14,Queen Of Hearts,Juice Newton,1981,
15,Rapture,Blondie,1981,
16,A Woman Needs Love,Ray Parker Jr. and Raydio,1981,
17,The Tide Is High,Blondie,1981,
18,Just The Two Of Us,Grover Washington Jr.,1981,
19,Slow Hand,Pointer Sisters,1981,
20,I Love You,Climax Blues Band,1981,
21,Woman,John Lennon,1981,
22,Sukiyaki,A Taste Of Honey,1981,
23,The Winner Takes It All,Abba,1981,
24,Medley,Stars On 45,1981,
25,Angel Of The Morning,Juice Newton,1981,
26,Love On The Rocks,Neil Diamond,1981,
27,Every Woman In The World,Air Supply,1981,
28,The One That You Love,Air Supply,1981,
29,Guilty,Barbra Streisand and Barry Gibb,1981,
30,The Best Of Times,Styx,1981,
31,Elvira,Oak Ridge Boys,1981,
32,Take It On The Run,REO Speedwagon,1981,
33,No Gettin' Over Me,Ronnie Milsap,1981,
34,Living Outside Myself,Gino Vannelli,1981,
35,Woman In Love,Barbra Streisand,1981,
36,Boy From New York City,Manhattan Transfer,1981,
37,Urgent,Foreigner,1981,
38,Passion,Rod Stewart,1981,
39,Lady (You Bring Me Up),Commodores,1981,
40,Crying,Don Mclean,1981,
41,Hearts,Marty Balin,1981,
42,It's My Turn,Diana Ross,1981,
43,You Make My Dreams,Daryl Hall and John Oates,1981,
44,I Don't Need You,Kenny Rogers,1981,
45,How 'Bout Us,Champaign,1981,
46,Hit Me With Your Best Shot,Pat Benatar,1981,
47,The Breakup Song,Greg Kihn Band,1981,
48,Time,Alan Parsons Project,1981,
49,Hungry Heart,Bruce Springsteen,1981,
50,Sweetheart,Franke and The Knockouts,1981,
51,Someone's Knockin',Terri Gibbs,1981,
52,More Than I Can Say,Leo Sayer,1981,
53,Together,Tierra,1981,
54,Too Much Time On My Hands,Styx,1981,
55,What Are We Doin' In Love,Dottie West,1981,
56,Who's Crying Now,Journey,1981,
57,De Do Do Do,De Da Da,1981,
58,This Little Girl,Gary U.S. Bonds,1981,
59,Stop Draggin' My Heart Around,Stevie Nicks With Tom Petty,1981,
60,Giving It Up For Your Love,Delbert McClinton,1981,
61,A Little In Love,Cliff Richard,1981,
62,America,Neil Diamond,1981,
63,Ain't Even Done With The Night,John Cougar,1981,
64,Arthur's Theme,Christopher Cross,1981,
65,Another One Bites The Dust,Queen,1981,
66,Games People Play,Alan Parsons Project,1981,
67,I Can't Stand It,Eric Clapton,1981,
68,While You See A Chance,Steve Winwood,1981,
69,Master Blaster,Stevie Wonder,1981,
70,Hello Again,Neil Diamond,1981,
71,Don't Stand So Close To Me,Police,1981,
72,Hey Nineteen,Steely Dan,1981,
73,I Ain't Gonna Stand For It,Stevie Wonder,1981,
74,All Those Years Ago,George Harrison,1981,
75,Step By Step,Eddie Rabbitt,1981,
76,The Stroke,Billy Squier,1981,
77,Feels So Right,Alabama,1981,
78,Sweet Baby,Stanley Clarke and George Duke,1981,
79,Same Old Lang Syne,Dan Fogelberg,1981,
80,Cool Love,Pablo Cruise,1981,
81,Hold On Tight,ELO,1981,
82,It's Now Or Never,John Schneider,1981,
83,Treat Me Right,Pat Benatar,1981,
84,Winning,Santana,1981,
85,What Kind Of Fool,Barbra Streisand and Barry Gibb,1981,
86,Watching The Wheels,John Lennon,1981,
87,Tell It Like It Is,Heart,1981,
88,Smoky Mountain Rain,Ronnie Milsap,1981,
89,I Made It Through The Rain,Barry Manilow,1981,
90,You've Lost That Lovin' Feelin',Daryl Hall and John Oates,1981,
91,Suddenly,Olivia Newton-John and Cliff Richard,1981,
92,For Your Eyes Only,Sheena Easton,1981,
93,The Beach Boys Medley,Beach Boys,1981,
94,Whip It,Devo,1981,
95,Modern Girl,Sheena Easton,1981,
96,Really Wanna Know You,Gary Wright,1981,
97,Seven Year Ache,Rosanne Cash,1981,
98,I'm Coming Out,Diana Ross,1981,
99,Miss Sun,Boz Scaggs,1981,
100,Time Is Time,Andy Gibb,1981,
1,Physical,Olivia Newton-John,1982,
2,Eye Of The Tiger,Survivor,1982,
3,I Love Rock N' Roll,Joan Jett and The Blackhearts,1982,
4,Ebony And Ivory,Paul McCartney and Stevie Wonder,1982,
5,Centerfold,J. Geils Band,1982,
6,Don't You Want M,Human League,1982,
7,Jack And Diane,John Cougar,1982,
8,Hurts So Good,John Cougar,1982,
9,Abracadabra,Steve Miller Band,1982,
10,Hard To Say I'm Sorry,Chicago,1982,
11,Tainted Love,Soft Cell,1982,
12,Chariots Of Fire,Vangelis,1982,
13,Harden My Heart,Quarterflash,1982,
14,Rosanna,Toto,1982,
15,I Can't Go For That,Daryl Hall and John Oates,1982,
16,867-5309 (Jenny),Tommy Tutone,1982,
17,Key Largo,Bertie Higgins,1982,
18,You Should Hear How She Talks About You,Melissa Manchester,1982,
19,Waiting For A Girl Like You,Foreigner,1982,
20,Don't Talk To Strangers,Rick Springfield,1982,
21,The Sweetest Thing,Juice Newton,1982,
22,Always On My Mind,Willie Nelson,1982,
23,Shake It Up,Cars,1982,
24,Let It Whip,Dazz Band,1982,
25,We Got The Beat,Go-Go's,1982,
26,The Other Woman,Ray Parker Jr.,1982,
27,Turn Your Love Around,George Benson,1982,
28,Sweet Dreams,Air Supply,1982,
29,Only The Lonely,Motels,1982,
30,Who Can It Be Now?,Men At Work,1982,
31,Hold Me,Fleetwood Mac,1982,
32,Eye In The Sky,Alan Parsons Project,1982,
33,Let's Groove,Earth,1982,
34,Open Arms,Journey,1982,
35,Leader Of The Band,Dan Fogelberg,1982,
36,Leather And Lace,Stevie Nicks and Don Henley,1982,
37,Even The Nights Are Better,Air Supply,1982,
38,I've Never Been To Me,Charlene,1982,
39,65 Love Affair,Paul Davis,1982,
40,Heat Of The Moment,Asia,1982,
41,Take It Easy On Me,Little River Band,1982,
42,Pac-man Fever,Buckner and Garcia,1982,
43,That Girl,Stevie Wonder,1982,
44,Private Eyes,Daryl Hall and John Oates,1982,
45,Trouble,Lindsey Buckingham,1982,
46,Making Love,Roberta Flack,1982,
47,Love's Been A Little Bit Hard On Me,Juice Newton,1982,
48,Young Turks,Rod Stewart,1982,
49,Freeze-frame,J. Geils Band,1982,
50,Keep The Fire Burnin',REO Speedwagon,1982,
51,Do You Believe In Love,Huey Lewis and The News,1982,
52,Cool Night,Paul Davis,1982,
53,Caught Up In You,38 Special,1982,
54,Why Do Fools Fall In Love?,Diana Ross,1982,
55,Love In The First Degree,Alabama,1982,
56,Hooked On Classics,Royal Philharmonic Orchestra,1982,
57,Wasted On The Way,Crosby,1982,
58,Think I'm In Love,Eddie Money,1982,
59,Love Is In Control,Donna Summer,1982,
60,Personally,Karla Bonoff,1982,
61,One Hundred Ways,Quincy Jones,1982,
62,Blue Eyes,Elton John,1982,
63,Our Lips Are Sealed,Go-Go's,1982,
64,You Could Have Been Wih Me,Sheena Easton,1982,
65,You Can Do Magic,America,1982,
66,Did It In A Minute,Daryl Hall and John Oates,1982,
67,I Ran,A Flock Of Seagulls,1982,
68,Somebody's Baby,Jackson Browne,1982,
69,Oh No,Commodores,1982,
70,Take It Away,Paul McCartney,1982,
71,It's Gonna Take A Miracle,Deneice Williams,1982,
72,Love Will Turn You Around,Kenny Rogers,1982,
73,Don't Stop Bellevin',Journey,1982,
74,Comin' In And Out Of Your Life,Barbra Streisand,1982,
75,Gloria,Laura Branigan,1982,
76,Empty Garden,Elton John,1982,
77,Yesterday's Songs,Neil Diamond,1982,
78,Crimson And Clover,Joan Jett and The Blackhearts,1982,
79,Every Little Thing She Does Is Magic,Police,1982,
80,Here I Am,Air Supply,1982,
81,I Keep Forgettin',Michael Mcdonald,1982,
82,Get Down On It,Kool and The Gang,1982,
83,Any Day Now,Ronnie Milsap,1982,
84,Make A Move On Me,Olivia Newton-John,1982,
85,Take My Heart,Kool and The Gang,1982,
86,Mirror Mirror,Diana Ross,1982,
87,Vacation,Go-Go's,1982,
88,(Oh) Pretty Woman,Van Halen,1982,
89,Should I Do It,Pointer Sisters,1982,
90,Hot In The City,Billy Idol,1982,
91,Kids In America,Kim Wilde,1982,
92,Man On Your Mind,Little River Band,1982,
93,What's Forever For,Michael Murphy,1982,
94,Waiting On A Friend,Rolling Stones,1982,
95,Do I Do,Stevie Wonder,1982,
96,Working For The Weekend,Loverboy,1982,
97,Goin' Down,Greg Guidry,1982,
98,Arthur's Theme,Christopher Cross,1982,
99,Through The Years,Kenny Rogers,1982,
100,Edge Of Seventeen,Stevie Nicks,1982,
1,Every Breath You Take,Police,1983,
2,Billie Jean,Michael Jackson,1983,
3,Flashdance... What A Feelin,Irene Cara,1983,
4,Down Under,Men At Work,1983,
5,Beat It,Michael Jackson,1983,
6,Total Eclipse Of The Heart,Bonnie Tyler,1983,
7,Maneater,Daryl Hall and John Oates,1983,
8,Baby Come To Me,Patti Austin and James Ingram,1983,
9,Maniac,Michael Sembello,1983,
10,Sweet Dreams (Are Made Of This),Eurythmics,1983,
11,Do You Really Want To Hurt Me,Culture Club,1983,
12,You And I,Eddie Rabbitt and Crystal Gayle,1983,
13,Come On Eileen,Dexy's Midnight Runners,1983,
14,Shame On The Moon,Bob Seger and The Silver Bullet Band,1983,
15,She Works Hard For The Money,Donna Summer,1983,
16,Never Gonna Let You Go,Sergio Mendes,1983,
17,Hungry Like The Wolf,Duran Duran,1983,
18,Let's Dance,David Bowie,1983,
19,Twilight Zone,Golden Earring,1983,
20,I Know There's Something Going On,Frida,1983,
21,Jeopardy,Greg Kihn Band,1983,
22,Electric Avenue,Eddy Grant,1983,
23,She Blinded Me With Science,Thomas Dolby,1983,
24,Africa,Toto,1983,
25,Little Red Corvette,Prince,1983,
26,Back On The Chain Gang,Pretenders,1983,
27,Up Where We Belong,Joe Cocker and Jennifer Warnes,1983,
28,Mr. Roboto,Styx,1983,
29,You Are,Lionel Richie,1983,
30,Der Kommissar,After The Fire,1983,
31,Puttin' On The Ritz,Taco,1983,
32,Sexual Healing,Marvin Gaye,1983,
33,(Keep Feeling) Fascination,Human League,1983,
34,Time (Clock Of The Heart),Culture Club,1983,
35,The Safety Dance,Men Without Hats,1983,
36,Mickey,Toni Basil,1983,
37,You Can't Hurry Love,Phil Collins,1983,
38,Separate Ways,Journey,1983,
39,One On One,Daryl Hall and John Oates,1983,
40,We've Got Tonight,Kenny Rogers and Sheena Easton,1983,
41,1999,Prince,1983,
42,Stray Cat Strut,Stray Cats,1983,
43,Allentown,Billy Joel,1983,
44,Stand Back,Stevie Nicks,1983,
45,Tell Her About It,Billy Joel,1983,
46,Always Somethmg There To Remind Me,Naked Eyes,1983,
47,Truly,Lionel Richie,1983,
48,Dirty Laundry,Don Henley,1983,
49,The Girl Is Mine,Michael Jackson and Paul McCartney,1983,
50,Too Shy,Kajagoogoo,1983,
51,Goody Two Shoes,Adam Ant,1983,
52,Rock The Casbah,Clash,1983,
53,Our House,Madness,1983,
54,Overkill,Men At Work,1983,
55,Is There Something I Should Know,Duran Duran,1983,
56,Gloria,Laura Branigan,1983,
57,Affair Of The Heart,Rick Springfield,1983,
58,She's A Beauty,Tubes,1983,
59,Solitaire,Laura Branigan,1983,
60,Don't Let It End,Styx,1983,
61,How Am I Supposed To Live Without You,Laura Branigan,1983,
62,China Girl,David Bowie,1983,
63,Come Dancing,Kinks,1983,
64,Promises,Promises,1983,
65,The Other Guy,Little River Band,1983,
66,Making Love Out Of Nothing At All,Air Supply,1983,
67,Family Man,Daryl Hall and John Oates,1983,
68,Wanna Be Startin' Somethin',Michael Jackson,1983,
69,I Won't Hold You Back,Toto,1983,
70,All Right,Christopher Cross,1983,
71,Straight From The Heart,Bryan Adams,1983,
72,Heart To Heart,Kenny Loggins,1983,
73,My Love,Lionel Richie,1983,
74,I'm Still Standing,Elton John,1983,
75,Hot Girls In Love,Loverboy,1983,
76,It's A Mistake,Men At Work,1983,
77,I'll Tumble 4 Ya,Culture Club,1983,
78,All This Love,Debarge,1983,
79,Your Love Is Driving Me Crazy,Sammy Hagar,1983,
80,Heartbreaker,Dionne Warwick,1983,
81,Faithfully,Journey,1983,
82,Steppin' Out,Joe Jackson,1983,
83,Take Me To Heart,Quarterflash,1983,
84,(She's) Sexy + 17,Stray Cats,1983,
85,Try Again,Champaign,1983,
86,Dead Giveaway,Shalamar,1983,
87,Lawyers In Love,Jackson Browne,1983,
88,What About Me,Moving Pictures,1983,
89,Human Nature,Michael Jackson,1983,
90,Photograph,Def Leppard,1983,
91,Pass The Dutchie,Musical Youth,1983,
92,TRUE,Spandau Ballet,1983,
93,Far From Over,Frank Stallone,1983,
94,I've Got A Rock 'N' Roll Heart,Eric Clapton,1983,
95,It Might Be You,Stephen Bishop,1983,
96,Tonight I Celebrate My Love,Peabo Bryson and Roberta Flack,1983,
97,You Got Lucky,Tom Petty and The Heartbreakers,1983,
98,Don't Cry,Asia,1983,
99,Breaking Us In Two,Joe Jackson,1983,
100,Fall In Love With Me,Earth,1983,
1,When Doves Cry,Prince,1984,
2,What's Love Got To Do With It,Tina Turner,1984,
3,Say Say Say,Paul McCartney and Michael Jackson,1984,
4,Footloose,Kenny Loggins,1984,
5,Against All Odds (Take A Look At Me Now),Phil Collins,1984,
6,Jump,Van Halen,1984,
7,Hello,Lionel Richie,1984,
8,Owner Of A Lonely Heart,Yes,1984,
9,Ghostbusters,Ray Parker Jr.,1984,
10,Karma Chameleon,Culture Club,1984,
11,Missing You,John Waite,1984,
12,All Night Long (All Night),Lionel Richie,1984,
13,Let's Hear It For The Boy,Deniece Williams,1984,
14,Dancing In The Dark,Bruce Springsteen,1984,
15,Girls Just Want To Have Fun,Cyndi Lauper,1984,
16,The Reflex,Duran Duran,1984,
17,Time After Time,Cyndi Lauper,1984,
18,Jump (For My Love),Pointer Sisters,1984,
19,Talking In Your Sleep,Romantics,1984,
20,Self Control,Laura Branigan,1984,
21,Let's Go Crazy,Prince and The Revolution,1984,
22,Say It Isn't So,Daryl Hall and John Oates,1984,
23,Hold Me Now,Thompson Twins,1984,
24,Joanna,Kool and The Gang,1984,
25,I Just Called To Say I Love You,Stevie Wonder,1984,
26,Somebody's Watching Me,Rockwell,1984,
27,Break My Stride,Matthew Wilder,1984,
28,99 Luftballons,Nena,1984,
29,I Can Dream About You,Dan Hartman,1984,
30,The Glamorous Life,Sheila E.,1984,
31,Oh Sherrie,Steve Perry,1984,
32,Stuck On You,Lionel Richie,1984,
33,I Guess That's Why They Call It The Blues,Elton John,1984,
34,She Bop,Cyndi Lauper,1984,
35,Borderline,Madonna,1984,
36,Sunglasses At Night,Corey Hart,1984,
37,Eyes Without A Face,Billy Idol,1984,
38,Here Comes The Rain Again,Eurythmics,1984,
39,Uptown Girl,Billy Joel,1984,
40,Sister Christian,Night Ranger,1984,
41,Drive,Cars,1984,
42,Twist Of Fate,Olivia Newton-John,1984,
43,Union Of The Snake,Duran Duran,1984,
44,The Heart Of Rock 'N' Roll,Huey Lewis and The News,1984,
45,Hard Habit To Break,Chicago,1984,
46,The Warrior,Scandal,1984,
47,If Ever You're In My Arms Again,Peabo Bryson,1984,
48,Automatic,Pointer Sisters,1984,
49,Let The Music Play,Shannon,1984,
50,To All The Girls I've Loved Before,Julio Iglesias and Willie Nelson,1984,
51,Caribbean Queen,Billy Ocean,1984,
52,That's All,Genesis,1984,
53,Running With The Night,Lionel Richie,1984,
54,Sad Songs (Say So Much),Elton John,1984,
55,I Want A New Drug,Huey Lewis and The News,1984,
56,Islands In The Stream,Kenny Rogers and Dolly Parton,1984,
57,Love Is A Battlefield,Pat Benatar,1984,
58,Infatuation,Rod Stewart,1984,
59,Almost Paradise,Mike Reno and Ann Wilson,1984,
60,Legs,ZZ Top,1984,
61,State Of Shock,Jacksons,1984,
62,Love Somebody,Rick Springfield,1984,
63,Miss Me Blind,Culture Club,1984,
64,If This Is It,Huey Lewis and The News,1984,
65,You Might Think,Cars,1984,
66,Lucky Star,Madonna,1984,
67,Cover Me,Bruce Springsteen,1984,
68,Cum On Feel The Noize,Quiet Riot,1984,
69,Breakdance,Irene Cara,1984,
70,Adult Education,Daryl Hall and John Oates,1984,
71,They Don't Know,Tracy Ullman,1984,
72,An Innocent Man,Billy Joel,1984,
73,Cruel Summer,Bananarama,1984,
74,Dance Hall Days,Wang Chung,1984,
75,Give It Up,K.C.,1984,
76,I'm So Excited,Pointer Sisters,1984,
77,I Still Can't Get Over Loving You,Ray Parker Jr.,1984,
78,Thriller,Michael Jackson,1984,
79,Holiday,Madonna,1984,
80,Breakin'... There's No Stopping Us,Ollie And Jerry,1984,
81,Nobody Told Me,John Lennon,1984,
82,Church Of The Poison Mind,Culture Club,1984,
83,Think Of Laura,Christopher Cross,1984,
84,Time Will Reveal,Debarge,1984,
85,Wrapped Around Your Finger,Police,1984,
86,Pink Houses,John Cougar Mellencamp,1984,
87,Round And Round,Ratt,1984,
88,Head Over Heels,Go-Go's,1984,
89,The Longest Time,Billy Joel,1984,
90,Tonight,Kool and The Gang,1984,
91,Got A Hold On Me,Christine McVie,1984,
92,Dancing In The Sheets,Shalamar,1984,
93,Undercover Of The Night,Rolling Stones,1984,
94,On The Dark Side,John Cafferty and The Beaver Brown Band,1984,
95,New Moon On Monday,Duran Duran,1984,
96,Major Tom (Coming Home),Peter Schilling,1984,
97,Magic,Cars,1984,
98,When You Close Your Eyes,Night Ranger,1984,
99,Rock Me Tonite,Billy Squier,1984,
100,Yah Mo B There,James Ingram and Michael McDonald,1984,
1,Careless Whisper,Wham!,1985,
2,Like A Virgin,Madonna,1985,
3,Wake Me Up Before You Go-Go,Wham!,1985,
4,I Want To Know What Love Is,Foreigner,1985,
5,I Feel For You,Chaka Khan,1985,
6,Out Of Touch,Daryl Hall and John Oates,1985,
7,Everybody Wants To Rule The World,Tears For Fears,1985,
8,Money For Nothing,Dire Straits,1985,
9,Crazy For You,Madonna,1985,
10,Take On Me,A-Ha,1985,
11,Everytime You Go Away,Paul Young,1985,
12,Easy Lover,Phil Collins and Philip Bailey,1985,
13,Can't Fight This Feeling,REO Speedwagon,1985,
14,We Built This City,Starship,1985,
15,The Power Of Love,Huey Lewis and The News,1985,
16,Don't You (Forget About Me),Simple Minds,1985,
17,Cherish,Kool and The Gang,1985,
18,St. Elmo's Fire (Man In Motion),John Parr,1985,
19,The Heat Is On,Glenn Frey,1985,
20,We Are The World,U.S.A. For Africa,1985,
21,Shout,Tears For Fears,1985,
22,Part-Time Lover,Stevie Wonder,1985,
23,Saving All My Love For You,Whitney Houston,1985,
24,Heaven,Bryan Adams,1985,
25,Everything She Wants,Wham!,1985,
26,Cool It Now,New Edition,1985,
27,Miami Vice Theme,Jan Hammer,1985,
28,Lover Boy,Billy Ocean,1985,
29,Lover Girl,Teena Marie,1985,
30,You Belong To The City,Glenn Frey,1985,
31,Oh Sheila,Ready For The World,1985,
32,Rhythm Of The Night,Debarge,1985,
33,One More Night,Phil Collins,1985,
34,Sea Of Love,Honeydrippers,1985,
35,A View To A Kill,Duran Duran,1985,
36,The Wild Boys,Duran Duran,1985,
37,You're The Inspiration,Chicago,1985,
38,Neutron Dance,Pointer Sisters,1985,
39,We Belong,Pat Benatar,1985,
40,Nightshift,Commodores,1985,
41,Things Can Only Get Better,Howard Jones,1985,
42,All I Need,Jack Wagner,1985,
43,Freeway Of Love,Aretha Franklin,1985,
44,Never Surrender,Corey Hart,1985,
45,Sussudio,Phil Collins,1985,
46,Strut,Sheena Easton,1985,
47,You Give Good Love,Whitney Houston,1985,
48,The Search Is Over,Survivor,1985,
49,Missing You,Diana Ross,1985,
50,Separate Lives,Phil Collins and Marilyn Martin,1985,
51,Raspberry Beret,Prince and The Revolution,1985,
52,Suddenly,Billy Ocean,1985,
53,The Boys Of Summer,Don Henley,1985,
54,One Night In Bangkok,Murray Head,1985,
55,If You Love Somebody Set Them Free,Sting,1985,
56,Obsession,Animotion,1985,
57,We Don't Need Another Hero,Tina Turner,1985,
58,Material Girl,Madonna,1985,
59,Better Be Good To Me,Tina Turner,1985,
60,Head Over Heels,Tears For Fears,1985,
61,Axel F,Harold Faltermeyer,1985,
62,Smooth Operator,Sade,1985,
63,In My House,Mary Jane Girls,1985,
64,Don't Lose My Number,Phil Collins,1985,
65,All Through The Night,Cyndi Lauper,1985,
66,Run To You,Bryan Adams,1985,
67,Glory Days,Bruce Springsteen,1985,
68,Voices Carry,Til Tuesday,1985,
69,Misled,Kool and The Gang,1985,
70,Would I Lie To You?,Eurythmics,1985,
71,Be Near Me,ABC,1985,
72,No More Lonely Nights,Paul McCartney,1985,
73,I Can't Hold Back,Survivor,1985,
74,Summer Of '69,Bryan Adams,1985,
75,Walking On Sunshine,Katrina and The Waves,1985,
76,Freedom,Wham!,1985,
77,Too Late For Goodbyes,Julian Lennon,1985,
78,Valotte,Julian Lennon,1985,
79,Some Like It Hot,Power Station,1985,
80,Solid,Ashford and Simpson,1985,
81,Angel,Madonna,1985,
82,I'm On Fire,Bruce Springsteen,1985,
83,Method Of Modern Love,Daryl Hall and John Oates,1985,
84,Lay Your Hands On Me,Thompson Twins,1985,
85,Who's Holding Donna Now,Debarge,1985,
86,Lonely Ol' Night,John Cougar Mellencamp,1985,
87,What About Love,Heart,1985,
88,California Girls,David Lee Roth,1985,
89,Fresh,Kool and The Gang,1985,
90,Do What You Do,Jermaine Jackson,1985,
91,Jungle Of Love,The Time,1985,
92,Born In The USA,Bruce Springsteen,1985,
93,Private Dancer,Tina Turner,1985,
94,Who's Zoomin' Who,Aretha Franklin,1985,
95,Fortress Around Your Heart,Sting,1985,
96,Penny Lover,Lionel Richie,1985,
97,All She Wants To Do Is Dance,Don Henley,1985,
98,Dress You Up,Madonna,1985,
99,Sentimental Street,Night Ranger,1985,
100,Sugar Walls,Sheena Easton,1985,
1,That's What Friends Are For,Dionne Warwick,1986,
2,Say You,Say Me,1986,
3,I Miss You,Klymaxx,1986,
4,On My Own,Patti Labelle and Michael McDonald,1986,
5,Broken Wings,Mr. Mister,1986,
6,How Will I Know,Whitney Houston,1986,
7,Party All The Time,Eddie Murphy,1986,
8,Burning Heart,Survivor,1986,
9,Kyrie,Mr. Mister,1986,
10,Addicted To Love,Robert Palmer,1986,
11,Greatest Love Of All,Whitney Houston,1986,
12,Secret Lovers,Atlantic Starr,1986,
13,Friends And Lovers,Carl Anderson and Gloria Loring,1986,
14,Glory Of Love,Peter Cetera,1986,
15,West End Girls,Pet Shop Boys,1986,
16,There'll Be Sad Songs,Billy Ocean,1986,
17,Alive And Kicking,Simple Minds,1986,
18,Never,Heart,1986,
19,Kiss,Prince and The Revolution,1986,
20,Higher Love,Steve Winwood,1986,
21,Stuck With You,Huey Lewis and The News,1986,
22,Holding Back The Years,Simply Red,1986,
23,Sledgehammer,Peter Gabriel,1986,
24,Sara,Starship,1986,
25,Human,Human League,1986,
26,I Can't Wait,Nu Shooz,1986,
